ap_timeo;ap_datemaj;Commune (nom);Coordonnées;Commune (code INSEE);id;ap_datedeb;ap_datefin;ap_adresse;desserte;desserte_scolaire;desserte_soirs_we;desserte_dimanche;desserte_2145;acces_pmr;banc;eclairage;poubelle;quartier_offre;ap_modif;Date de début de version;Date de fin de version;Est la version active;Visibilité
2542;2018-02-07T01:00:00+01:00;Le Rheu;48.094447, -1.795727;35240;2542;2013-01-01T01:00:00+01:00;;1 rue Rosa Parks, le Rheu;76;;;;;Oui;Oui;Oui;Oui;Le Rheu - Acquêts / Champs Freslons;;2013-01-01;;Oui;Grand public
4708;2021-08-17T02:00:00+02:00;Laillé;47.980101, -1.730834;35139;4708;2021-09-02T02:00:00+02:00;;33 rue de la Halte, Laillé;79 80;Ts10 231;72;72;;Oui;Oui;Oui;Oui;Laillé centre ville;Changement de desserte;2021-09-02;2024-07-07;Oui;Grand public
5060;2022-09-01T02:00:00+02:00;;;;747;2022-09-20T02:00:00+02:00;;13 rue du Puits Mauger, Rennes;b;;;;;Oui;Oui;Oui;Oui;;Création;;;;
2622;2018-02-07T01:00:00+01:00;Vern-sur-Seiche;48.059886, -1.613109;35352;2622;;;17 rue du Champ Martin, Vern-sur-Seiche;73;;;;;Non;Non;Non;Non;Vern - Champ Martin;;2002-01-01;;Oui;Grand public
2631;2018-02-07T01:00:00+01:00;Vern-sur-Seiche;48.047527, -1.598567;35352;2631;;;27 rue de la Maillardière, Vern-sur-Seiche;75;;;62;;Impossible;Oui;Oui;Oui;Vern - Centre-ville;;2002-01-01;;Oui;Grand public
2708;2018-02-07T01:00:00+01:00;Noyal-Châtillon-sur-Seiche;48.042395, -1.665522;35206;2708;;;1 rue des Oiseaux, Noyal-Châtillon-sur-Seiche;61 91;212;;61;;Oui;Oui;Oui;Oui;Noyal Châtillon centre ville;;2002-01-01;;Oui;Grand public
2729;2018-02-07T01:00:00+01:00;Noyal-Châtillon-sur-Seiche;48.046972, -1.664678;35206;2729;;;32 rue de Rennes, Noyal-Châtillon-sur-Seiche;161;;;;;Oui;Non;Non;Non;Noyal Châtillon centre ville;;2002-01-01;;Oui;Grand public
1626;2018-07-24T02:00:00+02:00;Rennes;48.130639, -1.677011;35238;1626;;;1 rue René Dumont, Rennes;14;;;;;Oui;Non;Oui;Non;Motte-Brûlon;;2002-01-01;;Oui;Grand public
2852;2018-02-07T01:00:00+01:00;Saint-Grégoire;48.147918, -1.696926;35278;2852;;;0 X rue de la Terre de Feu, Saint-Grégoire;78;;;;;Oui;Oui;Oui;Oui;Alphasis;;2002-01-01;;Oui;Grand public
3217;2018-07-25T02:00:00+02:00;Orgères;48.000471, -1.667155;35208;3217;2015-08-31T02:00:00+02:00;;43 rue de Rennes, Orgères;74;Ts5 Ts6 213;61;61;;Oui;Oui;Oui;Oui;Orgères centre ville;;2023-09-04;2024-09-01;Oui;Grand public
1615;2022-06-27T02:00:00+02:00;Rennes;48.109803, -1.678283;35238;1615;2022-10-24T02:00:00+02:00;;1 rue Maréchal Joffre, Rennes;API;;;;;Oui;Non;Non;Non;Rennes Centre;Changement de desserte;2022-10-24;;Oui;Grand public
2279;2022-09-30T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.091818, -1.703658;35281;2279;2022-10-24T02:00:00+02:00;;1 B rue Louis Braille, Saint-Jacques-de-la-Lande;37 156 N3;245;;;;Oui;;;;;Création;2024-02-12;;Oui;Grand public
9020;2017-06-19T02:00:00+02:00;;;;820;2016-08-29T02:00:00+02:00;;5 rue Henri Pollès, Saint-Jacques-de-la-Lande;;;;;;;;;;;;;;;
2902;2018-02-07T01:00:00+01:00;Chartres-de-Bretagne;48.047893, -1.713543;35066;2902;;;39 rue du Village de la Métairie, Chartres-de-Bretagne;59;;;;;Oui;Oui;Non;Oui;Chartres Centre;;2002-01-01;;Oui;Grand public
3014;2022-09-30T02:00:00+02:00;Chantepie;48.098087, -1.622908;35055;3014;;;30 rue du Bignon, Chantepie;11;214;;;;Oui;Non;Non;Non;Ecopôle Sud Est;;2002-01-01;;Oui;Grand public
3003;2018-02-07T01:00:00+01:00;Chantepie;48.089159, -1.612603;35055;3003;2016-08-29T02:00:00+02:00;;1 rue d'Alsace, Chantepie;13;;;;;Oui;Non;Non;Non;Chantepie hallouvry / Auvergne;;2016-08-29;;Oui;Grand public
2033;2018-09-27T02:00:00+02:00;Cesson-Sévigné;48.10133, -1.623467;35051;2033;;;13 rue des Charmilles, Cesson-Sévigné;11 34;214;;;;Oui;Oui;Oui;Oui;Ecopôle Sud Est;;2024-02-12;;Oui;Grand public
2840;2021-09-15T02:00:00+02:00;Saint-Grégoire;48.176664, -1.690277;35278;2840;;;16 C les Rabinardières, Saint-Grégoire;;208;;;;Oui;Non;Non;Oui;Rabinardières;;2002-01-01;;Oui;Grand public
3015;2018-02-07T01:00:00+01:00;Chantepie;48.098321, -1.622836;35055;3015;;;30 rue du Bignon, Chantepie;11;214;;;;Oui;Oui;Oui;Oui;Ecopôle Sud Est;;2002-01-01;;Oui;Grand public
2459;2022-07-29T02:00:00+02:00;Betton;48.185181, -1.693657;35024;2459;2021-07-07T02:00:00+02:00;;;;;;;;;;;;;Création;2021-07-07;;Oui;Grand public
3017;2018-02-07T01:00:00+01:00;Chantepie;48.092504, -1.61292;35055;3017;2016-08-29T02:00:00+02:00;;15 rue d'Hallouvry, Chantepie;13;;;;;Non;Non;Non;Non;Chantepie hallouvry / Auvergne;;2016-08-29;;Oui;Grand public
3019;2018-02-07T01:00:00+01:00;Chantepie;48.080508, -1.630849;35055;3019;2016-08-29T02:00:00+02:00;;5 le Val Blanc, Chantepie;13;;;;;Impossible;Non;Non;Non;Chantepie les Logettes;;2016-08-29;;Oui;Grand public
3027;2018-02-07T01:00:00+01:00;Chantepie;48.085803, -1.608136;35055;3027;2016-08-29T02:00:00+02:00;;3 avenue François Mitterrand, Chantepie;34 C1;;;;;Oui;Oui;Oui;Oui;Chantepie - neuf journaux;;2023-09-04;;Oui;Grand public
1165;2022-06-27T02:00:00+02:00;Rennes;48.110111, -1.67021;35238;1165;2022-10-24T02:00:00+02:00;;9 avenue Aristide Briand, Rennes;C4 C6 N4;;;;;Oui;Oui;Oui;Oui;Axe Est-Ouest;Changement de desserte;2022-10-24;;Oui;Grand public
2059;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.109302, -1.609073;35051;2059;2022-10-24T02:00:00+02:00;;1 rue de la Fontaine, Cesson-Sévigné;14 67 34 38;206 214 Ts61;;;;Oui;Oui;Non;Oui;Monniais;Changement de desserte;2024-02-12;;Oui;Grand public
2859;2022-06-27T02:00:00+02:00;Saint-Grégoire;48.148705, -1.697351;35278;2859;2022-10-24T02:00:00+02:00;;0 W rue de la Terre de Feu, Saint-Grégoire;32;;;;;Oui;Non;Non;Non;Alphasis;Changement de desserte;2022-10-24;;Oui;Grand public
9112;2022-07-26T02:00:00+02:00;Rennes;48.101668, -1.684228;35238;9112;2021-08-30T02:00:00+02:00;;1 boulevard du Colombier, Rennes;;;;;;;;;;;Déplacement;2021-08-30;;Oui;Grand public
3137;2018-02-07T01:00:00+01:00;Pacé;48.140206, -1.763554;35210;3137;;;1 boulevard de Trieux, Pacé;77;;;;;Oui;Non;Non;Non;Pacé - Rive Ouest;Autre;2002-01-01;;Oui;Grand public
2226;2022-06-27T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.086645, -1.701446;35281;2226;2022-10-24T02:00:00+02:00;;118 rue du Temple de Blosne, Saint-Jacques-de-la-Lande;;209;;;;Oui;Oui;Oui;Oui;Saint-Jacques rennais;Changement de desserte;2022-10-24;;Oui;Grand public
3123;2018-02-07T01:00:00+01:00;Pacé;48.174088, -1.789401;35210;3123;;;;65;236;;65;;Impossible;Non;Non;Non;Pacé - campagne;;2002-01-01;;Oui;Grand public
1429;2022-06-27T02:00:00+02:00;Rennes;48.127628, -1.650898;35238;1429;2022-10-24T02:00:00+02:00;;244 rue de Fougères, Rennes;83;201;;;;Oui;Oui;Oui;Non;Centre scolaire les Gayeulles;Changement de desserte;2022-10-24;;Oui;Grand public
3201;2022-09-30T02:00:00+02:00;Orgères;47.96981, -1.646041;35208;3201;;;93 Fort Joual, Orgères;74;Ts5 213;;;;Impossible;Oui;Non;Non;Orgères Sud;;2002-01-01;;Oui;Grand public
3030;2021-09-24T02:00:00+02:00;Chantepie;48.088354, -1.624765;35055;3030;2017-09-04T02:00:00+02:00;;15 rue des Loges, Chantepie;;;;;;Oui;Non;Non;Non;Chantepie cœur de ville;Déplacement;2017-09-04;;Oui;Grand public
3410;2022-06-27T02:00:00+02:00;Nouvoitou;48.040076, -1.550197;35204;3410;2022-10-24T02:00:00+02:00;;2 rue Beauvallon, Nouvoitou;75 175;;;62;;Oui;Oui;Oui;Oui;Nouvoitou Centre ville;Changement de desserte;2022-10-24;;Oui;Grand public
8004;2021-09-24T02:00:00+02:00;Saint-Grégoire;48.16018, -1.688851;35278;8004;2021-01-04T01:00:00+01:00;;2 parc de Brocéliande, Saint-Grégoire;st1;;;;;Non;Oui;Oui;Non;;Création;2021-01-04;;Oui;Grand public
8003;2021-09-24T02:00:00+02:00;Saint-Grégoire;48.154932, -1.697349;35278;8003;2021-01-04T01:00:00+01:00;;1 T rue Paul Henri Spaak, Saint-Grégoire;st1;;;;;Non;Oui;Oui;Non;;Création;2021-01-04;;Oui;Grand public
3826;2022-05-17T02:00:00+02:00;Bourgbarré;48.004143, -1.602784;35032;3826;2022-09-01T02:00:00+02:00;;7 les Cruaux, Bourgbarré;;Ts51;;;;Non;Non;Non;Non;Bourgbarré - campagne;Changement de desserte;2022-09-01;;Oui;Grand public
2808;2018-08-28T02:00:00+02:00;Saint-Grégoire;48.156845, -1.687389;35278;2808;2015-08-31T02:00:00+02:00;;4 A rue du Général de Gaulle, Saint-Grégoire;C2;204 208;;;;Oui;Oui;Oui;Oui;Saint-Grégoire - Vivier Louis;;2022-10-24;2024-08-31;Oui;Grand public
3828;2022-05-17T02:00:00+02:00;Bourgbarré;47.997446, -1.613091;35032;3828;2022-09-01T02:00:00+02:00;;12 rue de l'Ise, Bourgbarré;;Ts51;;;;Non;Non;Non;Non;Bourgbarré - campagne;Changement de desserte;2023-09-04;;Oui;Grand public
4767;2022-07-26T02:00:00+02:00;Laillé;47.940285, -1.716901;35139;4767;2022-09-01T02:00:00+02:00;;5 l'Oie, Laillé;;Ts9 Ts57;;;;;;;;;Création;2022-09-01;;Oui;Grand public
2805;2018-08-28T02:00:00+02:00;Saint-Grégoire;48.159116, -1.681369;35278;2805;2015-08-31T02:00:00+02:00;;12 mail Albert Camus, Saint-Grégoire;C2;204;;;;Oui;Oui;Oui;Oui;Saint-Grégoire - Vivier Louis;;2022-10-24;2024-08-31;Oui;Grand public
3805;2018-02-07T01:00:00+01:00;Bourgbarré;47.994576, -1.631502;35032;3805;;;1 la Pérelle, Bourgbarré;74;Ts51;;61;;Non;Oui;Non;Oui;Bourgbarré - campagne;Autre;2002-01-01;;Oui;Grand public
2203;2022-09-01T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.07942, -1.71571;35281;2203;2022-10-24T02:00:00+02:00;;26 mail Léon Blum, Saint-Jacques-de-la-Lande;13 C6;219;;;;Oui;Oui;Oui;Oui;Morinais;Changement de desserte;2022-10-24;;Oui;Grand public
3924;2018-02-07T01:00:00+01:00;Pont-Péan;47.999971, -1.696793;35363;3924;2017-09-04T02:00:00+02:00;;8 le Bois Esnault, Pont-Péan;72 79;231;;72;;Impossible;Non;Non;Non;Pont-péan Bois Esnault;;2017-09-04;;Oui;Grand public
4520;2018-02-07T01:00:00+01:00;Gévezé;48.239288, -1.792129;35120;4520;;;36 la Huchetais, Gévezé;;Ts45;;;;Non;Non;Non;Non;Gévezé - scolaire;;2002-01-01;;Oui;Grand public
2728;2018-08-28T02:00:00+02:00;Noyal-Châtillon-sur-Seiche;48.042695, -1.666039;35206;2728;;;14 rue de Rennes, Noyal-Châtillon-sur-Seiche;161;;;;;Oui;Oui;Oui;Oui;Noyal Châtillon centre ville;;2002-01-01;;Oui;Grand public
1752;2022-09-01T02:00:00+02:00;Rennes;48.115246, -1.684286;35238;1752;2022-10-28T02:00:00+02:00;;41 rue de Dinan, Rennes;100;;;;;;;;;;Création;2022-10-28;;Oui;Grand public
4067;2018-02-07T01:00:00+01:00;La Chapelle-des-Fougeretz;48.168976, -1.74251;35059;4067;;;1 les Quatre Vents, la Chapelle-des-Fougeretz;52;Ts41;;;;Impossible;Non;Non;Non;La Chapelle Fougeretz - Campagne;;2002-01-01;;Oui;Grand public
1331;2018-02-07T01:00:00+01:00;Rennes;48.118043, -1.680797;35238;1331;2015-08-31T02:00:00+02:00;;1 square de la Rance, Rennes;12;;;;;Oui;Oui;Oui;Non;Saint-Martin;;2015-08-31;;Oui;Grand public
1264;2022-06-27T02:00:00+02:00;Rennes;48.10206, -1.684417;35238;1264;2022-10-24T02:00:00+02:00;;78 boulevard de La Tour d'Auvergne, Rennes;C5 TTZ;;;;;Oui;Oui;Oui;Non;La Madelaine;Changement de desserte;2022-10-24;;Oui;Grand public
2071;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.140415, -1.616907;35051;2071;2022-10-24T02:00:00+02:00;;2 rue de la Lande d'Abas, Cesson-Sévigné;50;201 221;;50;50;Oui;Oui;Oui;Oui;Cesson - Route de Fougères;Changement de desserte;2022-10-24;;Oui;Grand public
2414;2022-06-27T02:00:00+02:00;Betton;48.172685, -1.637284;35024;2414;2022-10-24T02:00:00+02:00;;29 rue de la Raimbauderie, Betton;51;202 223;51;51;51;Oui;Oui;Non;Oui;Betton - Est;Changement de desserte;2022-10-24;;Oui;Grand public
3218;2019-05-23T02:00:00+02:00;Orgères;47.997211, -1.668717;35208;3218;2019-09-02T02:00:00+02:00;;7 rue de Rennes, Orgères;74;213 230 Ts6 Ts53;61;61;;Oui;Non;Non;Non;Orgères centre ville;Changement de desserte;2023-09-04;2024-09-01;Oui;Grand public
4304;2022-06-27T02:00:00+02:00;L'Hermitage;48.125578, -1.815962;35131;4304;2022-10-24T02:00:00+02:00;;15 rue de Rennes, l'Hermitage;153 53;238 240 Ts32;53;53;;Oui;Non;Non;Non;L'Hermitage - Centre-ville;Changement de desserte;2023-01-03;2024-09-01;Oui;Grand public
1003;2018-02-07T01:00:00+01:00;Rennes;48.127369, -1.640433;35238;1003;2017-04-18T02:00:00+02:00;;1 square Yves Le Bitous, Rennes;C1 TTZ;;;;;Oui;Oui;Oui;Non;Longs Champs;;2017-04-18;2024-08-31;Oui;Grand public
2751;2022-01-14T01:00:00+01:00;Noyal-Châtillon-sur-Seiche;48.039338, -1.680002;35206;2751;2018-09-03T02:00:00+02:00;;19 rue Lavoisier, Noyal-Châtillon-sur-Seiche;91;Ts1;;;;Oui;Oui;Non;Oui;Noyal Châtillon centre ville;Changement de desserte;2018-09-03;;Oui;Grand public
1421;2018-02-07T01:00:00+01:00;Rennes;48.114636, -1.715503;35238;1421;;;6 rue Pierre-Joseph Colin, Rennes;14;;;;;Oui;Oui;Oui;Non;Atalante Champeaux;;2002-01-01;;Oui;Grand public
4718;2020-06-23T02:00:00+02:00;Laillé;47.955557, -1.701099;35139;4718;2020-09-01T02:00:00+02:00;;;;Ts9 Ts55;;;;Non;Non;Non;Non;Laillé campagne;Changement de desserte;2020-09-01;;Oui;Grand public
1160;2022-06-27T02:00:00+02:00;Rennes;48.114099, -1.637565;35238;1160;2022-10-24T02:00:00+02:00;;130 avenue Général Leclerc, Rennes;C4 C6 167 N4;;;;;Oui;Oui;Oui;Oui;Beaulieu Campus;Changement de desserte;2022-10-24;;Oui;Grand public
1604;2022-06-27T02:00:00+02:00;Rennes;48.113551, -1.640947;35238;1604;2022-10-24T02:00:00+02:00;;259 avenue Général Leclerc, Rennes;C4 C6 N4;;;;;Oui;Oui;Oui;Oui;Axe Est-Ouest;Changement de desserte;2022-10-24;;Oui;Grand public
4358;2021-08-17T02:00:00+02:00;Saint-Erblon;48.017732, -1.649365;35266;4358;2021-09-02T02:00:00+02:00;;26 rue de la Croix Faucheux, Saint-Erblon;61 161;Ts7 Ts54;;61;;Oui;Oui;Oui;Oui;Saint-Erblon centre-ville;Changement de desserte;2021-09-02;;Oui;Grand public
4361;2021-08-17T02:00:00+02:00;Saint-Erblon;48.017691, -1.649474;35266;4361;2021-09-02T02:00:00+02:00;;26 rue de la Croix Faucheux, Saint-Erblon;61 161;Ts7 212 Ts54;61;61;;Oui;Non;Non;Non;Saint-Erblon centre-ville;Changement de desserte;2021-09-02;2024-09-01;Oui;Grand public
3604;2019-03-25T01:00:00+01:00;Parthenay-de-Bretagne;48.191281, -1.824629;35216;3604;2019-09-02T02:00:00+02:00;;47 rue Principale, Parthenay-de-Bretagne;65 165;236;;65;;Oui;Oui;Oui;Oui;Parthenay - Centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
3259;2019-06-06T02:00:00+02:00;Orgères;47.992652, -1.662984;35208;3259;2019-09-02T02:00:00+02:00;;1 impasse Marie Dorval, Orgères;74;213 230 Ts51;61;61;;Oui;Non;Non;Non;;Changement de desserte;2019-09-02;2024-09-01;Oui;Grand public
1398;2022-06-27T02:00:00+02:00;Rennes;48.105225, -1.698672;35238;1398;2022-10-24T02:00:00+02:00;;57 boulevard Voltaire, Rennes;10 API N3;;;;;Oui;Oui;Oui;Non;Arsenal Redon;Changement de desserte;2024-02-12;;Oui;Grand public
9151;2019-06-11T02:00:00+02:00;Rennes;48.107531, -1.678653;35238;9151;2019-05-26T02:00:00+02:00;;22 boulevard de la Liberté, Rennes;;;;;;;;;;;Création;2019-05-26;;Oui;Grand public
1560;2018-02-07T01:00:00+01:00;Rennes;48.097773, -1.656724;35238;1560;;;11 rue Tristan Corbière, Rennes;32;;;;;Oui;Oui;Non;Non;Bourgeois;;2022-10-24;;Oui;Grand public
3927;2020-06-23T02:00:00+02:00;Pont-Péan;48.002274, -1.711817;35363;3927;2020-09-01T02:00:00+02:00;;3 la Touche Audienne, Pont-Péan;;Ts10;;;;Non;Non;Non;Non;Pont-péan campagne;Changement de desserte;2020-09-01;;Oui;Grand public
9004;2018-02-07T01:00:00+01:00;;;;2666;;;2 rue Toullier, Rennes;;;;;;;;;;;;;;;
6002;2018-02-07T01:00:00+01:00;Romillé;48.216719, -1.890937;35245;6002;;;8 rue de la Chauvrais, Romillé;81;;;81;;Oui;Oui;Oui;Oui;Romillé - centre-ville;;2002-01-01;;Oui;Grand public
3718;2019-05-21T02:00:00+02:00;Saint-Gilles;48.141985, -1.828761;35275;3718;2019-09-02T02:00:00+02:00;;11 le Clos Saint-Hubert, Saint-Gilles;;Ts67;;;;Non;Oui;Non;Non;Saint-Gilles - scolaire;Changement de desserte;2019-09-02;;Oui;Grand public
3771;2022-06-27T02:00:00+02:00;Vezin-le-Coquet;48.11916, -1.749864;35353;3771;2022-10-24T02:00:00+02:00;;2 bis rue d'Ouessant, Vezin-le-Coquet;153 53 76;227 Ts91;53;53;53;Oui;Oui;Oui;Oui;Vezin - Centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
3763;2022-06-27T02:00:00+02:00;Vezin-le-Coquet;48.119239, -1.761273;35353;3763;2022-10-24T02:00:00+02:00;;38 rue de Montfort, Vezin-le-Coquet;153 53 76;227 Ts91;53;53;53;Oui;Oui;Non;Oui;Vezin - Centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
5052;2022-09-01T02:00:00+02:00;;;;2712;2022-09-20T02:00:00+02:00;;39 avenue Professeur Charles Foulon, Rennes;b;;;;;Oui;Oui;Oui;Oui;;Création;;;;
1259;2022-06-27T02:00:00+02:00;Rennes;48.129452, -1.663592;35238;1259;2022-10-24T02:00:00+02:00;;201 avenue Général George S. Patton, Rennes;C3;;;;;Oui;Oui;Oui;Oui;Patton;Changement de desserte;2022-10-24;;Oui;Grand public
1156;2022-06-27T02:00:00+02:00;Rennes;48.131782, -1.651905;35238;1156;2022-10-24T02:00:00+02:00;;37 avenue des Gayeulles, Rennes;C5;;;;;Oui;Oui;Oui;Non;Parc des Gayeulles;Changement de desserte;2023-08-01;;Oui;Grand public
1023;2022-06-27T02:00:00+02:00;Rennes;48.108066, -1.680048;35238;1023;2022-10-24T02:00:00+02:00;;22 rue de Nemours, Rennes;C5 C6 API N3;;;;;Oui;Oui;Oui;Oui;Rennes Centre;Changement de desserte;2024-02-12;;Oui;Grand public
2056;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.118557, -1.604529;35051;2056;2022-10-24T02:00:00+02:00;;6 A mail de Bourgchevreuil, Cesson-Sévigné;;206;;;;Oui;Oui;Oui;Oui;Cesson Centre;Changement de desserte;2022-10-24;;Oui;Grand public
1258;2022-06-27T02:00:00+02:00;Rennes;48.130788, -1.663953;35238;1258;2022-10-24T02:00:00+02:00;;1 rue du Houx, Rennes;C3 TTZ;;;;;Oui;Oui;Oui;Oui;Patton;Changement de desserte;2022-10-24;;Oui;Grand public
3735;2020-06-03T02:00:00+02:00;Saint-Gilles;48.137984, -1.869432;35275;3735;2019-09-02T02:00:00+02:00;;12 la Pierre Blanche, Saint-Gilles;;Ts66;;;;Non;Non;Non;Non;Saint-Gilles - scolaire;Changement de desserte;2019-09-02;;Oui;Grand public
9030;2020-06-25T02:00:00+02:00;;;;2762;2017-01-01T01:00:00+01:00;;;;;;;;;;;;;Création;;;;
1174;2022-06-27T02:00:00+02:00;Rennes;48.112437, -1.64292;35238;1174;2022-10-24T02:00:00+02:00;;67 avenue François Château, Rennes;C4 C6 N4;;;;;Oui;Oui;Oui;Oui;Axe Est-Ouest;Changement de desserte;2022-10-24;;Oui;Grand public
2832;2022-06-27T02:00:00+02:00;Saint-Grégoire;48.154635, -1.678763;35278;2832;2022-10-24T02:00:00+02:00;;6 rue de l'Abbé Pierre, Saint-Grégoire;78 178;;;;;Oui;Non;Non;Non;Saint-Grégoire - centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
1285;2022-06-27T02:00:00+02:00;Rennes;48.132827, -1.667609;35238;1285;2022-10-24T02:00:00+02:00;;9 rue du Morbihan, Rennes;C3;;;;;Oui;Non;Non;Non;Patton;Changement de desserte;2022-10-24;;Oui;Grand public
1253;2022-06-27T02:00:00+02:00;Rennes;48.136711, -1.667527;35238;1253;2022-10-24T02:00:00+02:00;;1 rue Emile Bernard, Rennes;C3 14 TTZ;;;;;Oui;Oui;Oui;Oui;Patton;Changement de desserte;2022-10-24;;Oui;Grand public
2504;2022-06-27T02:00:00+02:00;Le Rheu;48.098973, -1.796821;35240;2504;2022-10-24T02:00:00+02:00;;8 rue du Docteur Wagner, le Rheu;76;;;;;Oui;Oui;Oui;Oui;Le Rheu - Centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
1362;2020-03-04T01:00:00+01:00;Rennes;48.095014, -1.661464;35238;1362;2015-08-31T02:00:00+02:00;;2 rue Ernest Chéreau, Rennes;12;;;;;Oui;Oui;Oui;Non;Francisco Ferrer;;2015-08-31;;Oui;Grand public
2229;2022-06-27T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.089432, -1.697947;35281;2229;2022-10-24T02:00:00+02:00;;69 rue de la Pilate, Saint-Jacques-de-la-Lande;;209;;;;Oui;Oui;Oui;Oui;Saint-Jacques rennais;Changement de desserte;2022-10-24;;Oui;Grand public
4303;2022-06-27T02:00:00+02:00;L'Hermitage;48.123875, -1.817721;35131;4303;2022-10-24T02:00:00+02:00;;19 bis rue de la Poste, l'Hermitage;53;238 Ts34;;53;;Oui;Oui;Non;Oui;L'Hermitage - Centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
3708;2022-06-27T02:00:00+02:00;Saint-Gilles;48.152801, -1.820678;35275;3708;2022-10-24T02:00:00+02:00;;48 avenue de l'Etang, Saint-Gilles;152 52;227 Ts67 240 218;;77;;Oui;Oui;Non;Oui;Saint-Gilles - centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
2401;2022-06-27T02:00:00+02:00;Betton;48.177029, -1.651134;35024;2401;2022-10-24T02:00:00+02:00;;4 allée de la Closerie, Betton;51 83;202 222;51;51;51;Oui;Oui;Oui;Oui;Betton - centre ville;Changement de desserte;2022-10-24;;Oui;Grand public
2114;2022-09-01T02:00:00+02:00;Cesson-Sévigné;48.137464, -1.622252;35051;2114;2020-08-03T02:00:00+02:00;;9 rue Claude Chappe, Cesson-Sévigné;50;221;;50;50;Oui;;;;Cesson - Route de Fougères;Déplacement;2020-08-03;;Oui;Grand public
1031;2022-06-27T02:00:00+02:00;Rennes;48.121987, -1.662185;35238;1031;2022-10-24T02:00:00+02:00;;128 rue de Fougères, Rennes;C1 32 N5;;;;;Oui;Oui;Oui;Non;Fougères/Sévigné;Changement de desserte;2024-02-12;2024-08-31;Oui;Grand public
2322;2022-06-27T02:00:00+02:00;Bruz;48.029444, -1.758041;35047;2322;2022-10-24T02:00:00+02:00;;12 place du Vert Buisson, Bruz;C7 C7ex 91;245;;C7;;Oui;Oui;Oui;Oui;Bruz - Ouest;Changement de desserte;2022-10-24;;Oui;Grand public
1514;2022-06-27T02:00:00+02:00;Rennes;48.113326, -1.647648;35238;1514;2022-10-24T02:00:00+02:00;;116 avenue Général Leclerc, Rennes;67 TTZ;210;;;;Oui;Oui;Oui;Oui;Moulin de Joué;Changement de desserte;2022-10-24;;Oui;Grand public
1051;2022-06-27T02:00:00+02:00;Rennes;48.109888, -1.68328;35238;1051;2022-10-24T02:00:00+02:00;;21 quai Lamennais, Rennes;C2 C4 11 N1 Bzh7;;;;;Oui;Oui;Non;Oui;Rennes Centre;Changement de desserte;2022-10-24;2024-08-31;Oui;Grand public
1091;2022-06-27T02:00:00+02:00;Rennes;48.109734, -1.68385;35238;1091;2022-10-24T02:00:00+02:00;;1 place de Bretagne, Rennes;C2 C4 11 N1 Bzh7;;;;;Oui;Oui;Oui;Non;Rennes Centre;Changement de desserte;2022-10-24;2024-08-31;Oui;Grand public
4609;2022-06-27T02:00:00+02:00;Chevaigné;48.199145, -1.627451;35079;4609;2022-10-24T02:00:00+02:00;;10 la Chopinais, Chevaigné;71;202 222 223;;71;;Impossible;Non;Non;Non;Chevaigné Chopinais;Changement de desserte;2022-10-24;;Oui;Grand public
1173;2022-06-27T02:00:00+02:00;Rennes;48.110055, -1.656165;35238;1173;2022-10-24T02:00:00+02:00;;137 avenue Aristide Briand, Rennes;C4 C6 N4;;;;;Oui;Oui;Oui;Oui;Axe Est-Ouest;Changement de desserte;2022-10-24;;Oui;Grand public
2309;2022-09-01T02:00:00+02:00;Bruz;48.044622, -1.746502;35047;2309;2022-10-24T02:00:00+02:00;;12 avenue Robert Schumann, Bruz;C7 C7ex N3;219;C7;C7;C7;Oui;Oui;Oui;Oui;Bruz - Ker Lann;Changement de desserte;2022-10-24;;Oui;Grand public
3171;2020-04-02T02:00:00+02:00;Pacé;48.15162, -1.759805;35210;3171;2017-01-02T01:00:00+01:00;;10 rue des Venelles, Pacé;77;225;77;77;77;Oui;Non;Non;Non;Pacé - Beausoleil;;2017-01-02;;Oui;Grand public
3124;2020-04-17T02:00:00+02:00;Pacé;48.175366, -1.789981;35210;3124;;;;65;236;77;65;;Impossible;Non;Non;Non;Pacé - campagne;;2002-01-01;;Oui;Grand public
3146;2020-04-17T02:00:00+02:00;Pacé;48.18012, -1.801817;35210;3146;;;;65;236;77;65;;Non;Non;Non;Non;Pacé - campagne;;2002-01-01;;Oui;Grand public
1510;2022-06-27T02:00:00+02:00;Rennes;48.087821, -1.674429;35238;1510;2022-10-24T02:00:00+02:00;;101 avenue Henri Fréville, Rennes;61 74 161;;61;61;61;Oui;Oui;Oui;Oui;Henri Fréville;Changement de desserte;2022-10-24;;Oui;Grand public
